"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean","unemp_mean","sector"
"1","MMM",-0.007,0,6.61,-1.71,"2001",4.4,4.5,"Industrials"
"2","ABT",0.0093,0,7.81,1.33,"2001",4.4,4.5,"Health Care"
"3","ADM",-0.0051,0,7.68,-0.7,"2001",4.4,4.5,"Consumer Staples"
"4","ADBE",-0.0088,0,21.08,-4.32,"2001",4.4,4.5,"Technology"
"5","ADP",-0.0221,0,4.06,-2.62,"2001",4.4,4.5,"Consumer Discretionary"
"6","AES",-0.0748,0,18.87,-10.93,"2001",4.4,4.5,"Utilities"
"7","AFL",-0.0166,0,8.17,-2.2,"2001",4.4,4.5,"Finance"
"8","A",-0.031,0,17,-8.07,"2001",4.4,4.5,"Industrials"
"9","APD",0.0039,0,7.8,-0.09,"2001",4.4,4.5,"Industrials"
"10","AKAM",-0.0463,0,30.23,-13.65,"2001",4.4,4.5,"Consumer Discretionary"
"11","ALL",-0.0173,0,8.65,-0.79,"2001",4.4,4.5,"Finance"
"12","MO",0.0058,0,5.19,1.13,"2001",4.4,4.5,"Consumer Discretionary"
"13","AEE",-0.0123,0,5.52,-0.9,"2001",4.4,4.5,"Utilities"
"14","AEP",-0.001,0,5.81,0.16,"2001",4.4,4.5,"Utilities"
"15","AXP",-0.0393,0,7.35,-5.23,"2001",4.4,4.5,"Finance"
"16","AIG",-0.0241,0,4.59,-2.19,"2001",4.4,4.5,"Finance"
"17","AMT",-0.025,0,21.19,-7.57,"2001",4.4,4.5,"Finance"
"18","ABC",0.0329,1,7.55,3.78,"2001",4.4,4.5,"Health Care"
"19","AMGN",0.0115,0,8.55,-0.38,"2001",4.4,4.5,"Health Care"
"20","APH",0.0672,1,20.31,0.68,"2001",4.4,4.5,"Technology"
"21","ADI",0.0543,1,23.03,-1.23,"2001",4.4,4.5,"Technology"
"22","AON",0.0183,0,5.25,2.54,"2001",4.4,4.5,"Finance"
"23","APA",-0.0457,0,8.77,-4.75,"2001",4.4,4.5,"Energy"
"24","AAPL",0.0612,1,21.87,2.44,"2001",4.4,4.5,"Technology"
"25","AMAT",0.0333,1,18.1,-1.71,"2001",4.4,4.5,"Technology"
"26","T",-0.008,0,8.58,-0.26,"2001",4.4,4.5,"Consumer Discretionary"
"27","ADSK",0.0737,1,19.29,3.48,"2001",4.4,4.5,"Technology"
"28","AZO",0.0712,1,9.81,7.13,"2001",4.4,4.5,"Consumer Discretionary"
"29","AVY",-8e-04,0,5.67,-1.08,"2001",4.4,4.5,"Miscellaneous"
"30","BKR",-0.0193,0,7.38,-3.51,"2001",4.4,4.5,"Energy"
"31","BALL",0.0141,0,6.72,3.11,"2001",4.4,4.5,"Industrials"
"32","BAC",0.0416,1,6.27,2.82,"2001",4.4,4.5,"Finance"
"33","BBWI",0.0042,0,15.72,-4.09,"2001",4.4,4.5,"Miscellaneous"
"34","BAX",0.014,0,3.76,2.22,"2001",4.4,4.5,"Health Care"
"35","BDX",4e-04,0,4.52,0.89,"2001",4.4,4.5,"Health Care"
"36","BBY",0.1798,1,32.94,8.3,"2001",4.4,4.5,"Consumer Discretionary"
"37","BIIB",0.0319,1,17.99,0.14,"2001",4.4,4.5,"Health Care"
"38","BK",-0.0296,0,6.74,-4.4,"2001",4.4,4.5,"Finance"
"39","BA",-0.0315,0,13.11,-5.29,"2001",4.4,4.5,"Industrials"
"40","BKNG",0.3046,1,47.49,17.82,"2001",4.4,4.5,"Consumer Discretionary"
"41","BXP",-0.0089,0,3.5,-0.82,"2001",4.4,4.5,"Real Estate"
"42","BSX",0.0418,1,12.9,5.03,"2001",4.4,4.5,"Health Care"
"43","BMY",-0.0222,0,7.03,-1.38,"2001",4.4,4.5,"Health Care"
"44","CHRW",4e-04,0,6.56,-0.56,"2001",4.4,4.5,"Consumer Discretionary"
"45","CPB",-0.0143,0,5.91,-1.75,"2001",4.4,4.5,"Consumer Staples"
"46","COF",0.0031,0,9.84,-2.35,"2001",4.4,4.5,"Finance"
"47","CAH",0.0148,0,4.49,1.36,"2001",4.4,4.5,"Health Care"
"48","CCL",0.0056,0,13.36,-1.69,"2001",4.4,4.5,"Consumer Discretionary"
"49","CAT",0.0165,0,8.95,0.05,"2001",4.4,4.5,"Industrials"
"50","CNP",-0.0403,0,12.55,-3.76,"2001",4.4,4.5,"Utilities"
"51","SCHW",-0.0313,0,15.19,-7.34,"2001",4.4,4.5,"Finance"
"52","CVX",0.0054,0,4.81,0.05,"2001",4.4,4.5,"Energy"
"53","CI",-0.0421,0,6.18,-4,"2001",4.4,4.5,"Health Care"
"54","CINF",-0.0031,0,5.58,0.53,"2001",4.4,4.5,"Finance"
"55","CTAS",9e-04,0,11.08,-1.87,"2001",4.4,4.5,"Consumer Discretionary"
"56","CSCO",-0.0251,0,18.71,-7.94,"2001",4.4,4.5,"Telecommunications"
"57","C",0.0124,0,8.61,-1.46,"2001",4.4,4.5,"Finance"
"58","CTXS",0.1334,1,35.23,4.42,"2001",4.4,4.5,"Technology"
"59","CLX",0.0154,0,6.65,1.2,"2001",4.4,4.5,"Consumer Discretionary"
"60","CMS",-0.0259,0,5.99,-3.54,"2001",4.4,4.5,"Utilities"
"61","KO",-0.0181,0,6.49,-2.43,"2001",4.4,4.5,"Consumer Staples"
"62","CTSH",0.0767,1,28.62,-0.77,"2001",4.4,4.5,"Technology"
"63","CL",-0.0086,0,4.65,-0.66,"2001",4.4,4.5,"Consumer Discretionary"
"64","CMCSA",-0.0047,0,5.95,-1.1,"2001",4.4,4.5,"Consumer Discretionary"
"65","CMA",-0.0067,0,7.68,-0.16,"2001",4.4,4.5,"Finance"
"66","CAG",0.0074,0,8.96,-0.61,"2001",4.4,4.5,"Consumer Staples"
"67","COP",0.0106,0,6.9,-0.32,"2001",4.4,4.5,"Energy"
"68","ED",0.007,0,3.97,1.38,"2001",4.4,4.5,"Utilities"
"69","GLW",-0.0731,0,19.84,-13.32,"2001",4.4,4.5,"Technology"
"70","COST",0.0019,0,9.25,-1.16,"2001",4.4,4.5,"Consumer Discretionary"
"71","CTRA",-0.0225,0,8.63,-3.55,"2001",4.4,4.5,"Energy"
"72","CSX",0.0363,1,9.36,2.1,"2001",4.4,4.5,"Industrials"
"73","CMI",0.0017,0,6.79,-1.18,"2001",4.4,4.5,"Industrials"
"74","CVS",-0.0438,0,9.67,-4.87,"2001",4.4,4.5,"Health Care"
"75","DHI",0.0089,0,12.6,-0.4,"2001",4.4,4.5,"Consumer Discretionary"
"76","DHR",-0.0184,0,8.32,-3.18,"2001",4.4,4.5,"Health Care"
"77","DRI",0.0234,1,7.2,1.45,"2001",4.4,4.5,"Consumer Discretionary"
"78","DVA",0.048,1,8.76,2.59,"2001",4.4,4.5,"Health Care"
"79","DE",3e-04,0,8.59,-1.37,"2001",4.4,4.5,"Industrials"
"80","XRAY",0.0139,0,6.68,1.84,"2001",4.4,4.5,"Health Care"
"81","DVN",-0.0427,0,9.42,-5.15,"2001",4.4,4.5,"Energy"
"82","DIS",-0.0161,0,10.25,-3.76,"2001",4.4,4.5,"Consumer Discretionary"
"83","D",-0.0062,0,5.52,-0.5,"2001",4.4,4.5,"Utilities"
"84","DOV",-0.0026,0,8.59,-2.47,"2001",4.4,4.5,"Industrials"
"85","DTE",0.0119,0,6.33,1.77,"2001",4.4,4.5,"Utilities"
"86","DUK",-0.0092,0,8.4,-0.28,"2001",4.4,4.5,"Utilities"
"87","EMN",-0.0192,0,6.73,-2.38,"2001",4.4,4.5,"Industrials"
"88","ETN",0.0065,0,8.01,-0.76,"2001",4.4,4.5,"Industrials"
"89","EBAY",0.1562,1,27.27,7.34,"2001",4.4,4.5,"Consumer Discretionary"
"90","ECL",-0.0218,0,5.42,-1.74,"2001",4.4,4.5,"Consumer Discretionary"
"91","EIX",-0.0172,0,14.07,-0.2,"2001",4.4,4.5,"Utilities"
"92","EA",0.0277,1,10.35,1.45,"2001",4.4,4.5,"Consumer Discretionary"
"93","LLY",-0.0078,0,7.82,-0.74,"2001",4.4,4.5,"Health Care"
"94","EMR",-0.0262,0,6.43,-4.48,"2001",4.4,4.5,"Industrials"
"95","ETR",-0.0141,0,8.42,-0.93,"2001",4.4,4.5,"Utilities"
"96","EOG",-0.0513,0,9.59,-5.73,"2001",4.4,4.5,"Energy"
"97","EFX",0.0404,1,7.33,3.1,"2001",4.4,4.5,"Finance"
"98","EQR",0.0096,0,2.73,1.22,"2001",4.4,4.5,"Real Estate"
"99","EL",-0.0154,0,7.54,-2.22,"2001",4.4,4.5,"Consumer Discretionary"
"100","ES",-0.0103,0,7.1,-2.09,"2001",4.4,4.5,"Utilities"
"101","EXC",-0.0358,0,8.23,-3.63,"2001",4.4,4.5,"Utilities"
"102","EXPD",0.02,0,13.27,-0.24,"2001",4.4,4.5,"Consumer Discretionary"
"103","XOM",-0.0049,0,4.15,-1.07,"2001",4.4,4.5,"Energy"
"104","FDX",0.0145,0,8.56,-0.37,"2001",4.4,4.5,"Consumer Discretionary"
"105","FITB",0.0182,0,5.75,1.01,"2001",4.4,4.5,"Finance"
"106","FE",0.0138,0,6.35,2.1,"2001",4.4,4.5,"Utilities"
"107","FIS",0.1978,1,17.29,4.69,"2001",4.4,4.5,"Consumer Discretionary"
"108","FISV",0.0444,1,12.48,1.44,"2001",4.4,4.5,"Consumer Discretionary"
"109","F",-0.0028,0,11.53,-2.43,"2001",4.4,4.5,"Consumer Discretionary"
"110","BEN",0.0298,1,11.59,-0.43,"2001",4.4,4.5,"Finance"
"111","FCX",0.0624,1,19.39,4.04,"2001",4.4,4.5,"Basic Materials"
"112","GD",0.0313,1,9.32,1.95,"2001",4.4,4.5,"Industrials"
"113","GE",0.0086,0,8.13,-1.09,"2001",4.4,4.5,"Consumer Discretionary"
"114","GIS",-0.005,0,4.96,0.44,"2001",4.4,4.5,"Consumer Staples"
"115","GPC",0.0263,1,5.44,2.67,"2001",4.4,4.5,"Consumer Discretionary"
"116","GILD",0.0802,1,19.2,5.73,"2001",4.4,4.5,"Health Care"
"117","GL",0.002,0,5.53,0.72,"2001",4.4,4.5,"Finance"
"118","GS",0.0035,0,9.79,-2.57,"2001",4.4,4.5,"Finance"
"119","HAL",-0.0047,0,13.98,-4.04,"2001",4.4,4.5,"Energy"
"120","HIG",-0.0086,0,6.2,-1.28,"2001",4.4,4.5,"Finance"
"121","HAS",0.0451,1,11.97,3.35,"2001",4.4,4.5,"Consumer Discretionary"
"122","PEAK",0.0353,1,4.05,3.45,"2001",4.4,4.5,"Real Estate"
"123","HSY",-0.0189,0,6.99,0.26,"2001",4.4,4.5,"Consumer Staples"
"124","HES",-0.0071,0,8.43,-1.32,"2001",4.4,4.5,"Energy"
"125","HD",0.0092,0,8.64,-1.47,"2001",4.4,4.5,"Consumer Discretionary"
"126","HON",-0.0063,0,15.36,-3.82,"2001",4.4,4.5,"Industrials"
"127","HST",-0.0085,0,14.46,-3.84,"2001",4.4,4.5,"Real Estate"
"128","HPQ",-0.0254,0,14.95,-5.23,"2001",4.4,4.5,"Technology"
"129","HUM",-0.0352,0,12.21,-1.86,"2001",4.4,4.5,"Health Care"
"130","HBAN",0.0175,0,6.03,1.17,"2001",4.4,4.5,"Finance"
"131","IBM",0.0558,1,13.63,1.67,"2001",4.4,4.5,"Technology"
"132","ITW",0.0196,0,8.36,-0.52,"2001",4.4,4.5,"Industrials"
"133","INTC",0.0122,0,15.45,-3.16,"2001",4.4,4.5,"Technology"
"134","IP",0.0028,0,7.57,-0.96,"2001",4.4,4.5,"Industrials"
"135","IPG",-0.037,0,10.52,-5.76,"2001",4.4,4.5,"Consumer Discretionary"
"136","IFF",0.0534,1,8.43,3.63,"2001",4.4,4.5,"Industrials"
"137","INTU",0.0325,1,16.03,1.31,"2001",4.4,4.5,"Technology"
"138","ISRG",0.0843,1,42.66,3.86,"2001",4.4,4.5,"Health Care"
"139","IVZ",-0.0014,0,16.22,-5.11,"2001",4.4,4.5,"Finance"
"140","IRM",0.0293,1,7.09,2.44,"2001",4.4,4.5,"Real Estate"
"141","J",0.035,1,9.94,3.44,"2001",4.4,4.5,"Industrials"
"142","JNJ",0.0128,0,6.71,1.14,"2001",4.4,4.5,"Health Care"
"143","JCI",0.0337,1,13.42,-0.73,"2001",4.4,4.5,"Consumer Discretionary"
"144","JPM",0.018,0,12.04,-1.7,"2001",4.4,4.5,"Finance"
"145","K",0.0098,0,5.16,1.42,"2001",4.4,4.5,"Consumer Staples"
"146","KEY",-0.0115,0,5.35,-0.84,"2001",4.4,4.5,"Finance"
"147","KMB",-0.0233,0,7.12,-0.89,"2001",4.4,4.5,"Consumer Discretionary"
"148","KIM",0.017,0,4.19,1.49,"2001",4.4,4.5,"Real Estate"
"149","KLAC",0.0796,1,23.47,1.48,"2001",4.4,4.5,"Technology"
"150","KR",-0.0171,0,7.11,-0.83,"2001",4.4,4.5,"Consumer Staples"
"151","LHX",0.0336,1,9.2,1.48,"2001",4.4,4.5,"Industrials"
"152","LH",0.0244,1,14.38,1.66,"2001",4.4,4.5,"Health Care"
"153","LEN",0.0184,0,11.35,0.59,"2001",4.4,4.5,"Real Estate"
"154","LNC",0.0136,0,5.08,0.25,"2001",4.4,4.5,"Finance"
"155","LIN",0.0088,0,5.37,-0.01,"2001",4.4,4.5,"Industrials"
"156","LMT",0.0225,1,5.34,2.7,"2001",4.4,4.5,"Industrials"
"157","L",-0.0013,0,9.63,-0.55,"2001",4.4,4.5,"Finance"
"158","LOW",0.0552,1,9.17,3.54,"2001",4.4,4.5,"Consumer Discretionary"
"159","LUMN",-0.0122,0,7.64,-0.44,"2001",4.4,4.5,"Telecommunications"
"160","MTB",0.0207,0,4.62,1.41,"2001",4.4,4.5,"Finance"
"161","MRO",0.0148,0,8.94,0.02,"2001",4.4,4.5,"Energy"
"162","MAR",0.0115,0,10.35,-1.83,"2001",4.4,4.5,"Consumer Discretionary"
"163","MMC",-0.0089,0,5.72,-1.35,"2001",4.4,4.5,"Finance"
"164","MAS",-0.0126,0,7.54,-1.67,"2001",4.4,4.5,"Industrials"
"165","MKC",0.0106,0,4.41,2.3,"2001",4.4,4.5,"Consumer Staples"
"166","MCD",-0.0134,0,8.22,-1.7,"2001",4.4,4.5,"Consumer Discretionary"
"167","MCK",0.032,1,9.61,1.36,"2001",4.4,4.5,"Health Care"
"168","MDT",-0.0261,0,5.61,-2.8,"2001",4.4,4.5,"Health Care"
"169","MRK",-0.0302,0,6,-2.73,"2001",4.4,4.5,"Health Care"
"170","MET",-0.014,0,4.57,-1.49,"2001",4.4,4.5,"Finance"
"171","MCHP",0.0828,1,23.93,4.05,"2001",4.4,4.5,"Technology"
"172","MU",0.0093,0,23.43,-3.69,"2001",4.4,4.5,"Technology"
"173","MSFT",0.0772,1,17.1,2.94,"2001",4.4,4.5,"Technology"
"174","TAP",-0.0634,0,6.52,-5.06,"2001",4.4,4.5,"Consumer Staples"
"175","MDLZ",-0.0191,0,3.49,1.7,"2001",4.4,4.5,"Consumer Staples"
"176","MCO",0.0444,1,4.94,3.55,"2001",4.4,4.5,"Finance"
"177","MS",0.0128,0,13.91,-3.22,"2001",4.4,4.5,"Finance"
"178","MSI",0.0185,0,14.48,-1.61,"2001",4.4,4.5,"Technology"
"179","NTAP",-0.0776,0,26.46,-14.94,"2001",4.4,4.5,"Technology"
"180","NWL",0.0106,0,7.73,0.29,"2001",4.4,4.5,"Industrials"
"181","NEM",0.0298,1,9.97,3.8,"2001",4.4,4.5,"Basic Materials"
"182","NEE",-0.0366,0,8.16,-2.06,"2001",4.4,4.5,"Utilities"
"183","NKE",0.0096,0,11.14,-0.73,"2001",4.4,4.5,"Consumer Discretionary"
"184","NI",-0.028,0,7.11,-2.04,"2001",4.4,4.5,"Utilities"
"185","NSC",0.0466,1,12.06,1.91,"2001",4.4,4.5,"Industrials"
"186","NTRS",-0.0272,0,5.56,-4.09,"2001",4.4,4.5,"Finance"
"187","NOC",0.0176,0,9.01,2.48,"2001",4.4,4.5,"Technology"
"188","NLOK",0.1236,1,29.84,3.99,"2001",4.4,4.5,"Technology"
"189","NUE",0.0405,1,11.7,1.35,"2001",4.4,4.5,"Industrials"
"190","NVDA",0.1524,1,31.63,9.2,"2001",4.4,4.5,"Technology"
"191","ORLY",0.041,1,13.06,2.03,"2001",4.4,4.5,"Consumer Discretionary"
"192","OXY",0.0169,0,9.42,0.59,"2001",4.4,4.5,"Energy"
"193","OMC",0.0097,0,9.55,-1.59,"2001",4.4,4.5,"Consumer Discretionary"
"194","OKE",-0.0227,0,5.1,-2.96,"2001",4.4,4.5,"Utilities"
"195","ORCL",-0.0116,0,19.38,-5.23,"2001",4.4,4.5,"Technology"
"196","PCAR",0.0183,0,7.82,0.2,"2001",4.4,4.5,"Consumer Discretionary"
"197","PH",0.0047,0,10.58,-1.89,"2001",4.4,4.5,"Industrials"
"198","PAYX",-0.0252,0,7.5,-3.67,"2001",4.4,4.5,"Consumer Discretionary"
"199","PEP",-0.0065,0,4.77,0.11,"2001",4.4,4.5,"Consumer Staples"
"200","PKI",2e-04,0,18.17,-4.54,"2001",4.4,4.5,"Health Care"
"201","PFE",-0.0039,0,5.13,-0.95,"2001",4.4,4.5,"Health Care"
"202","PNW",-0.0083,0,7.21,-1.05,"2001",4.4,4.5,"Utilities"
"203","PXD",-0.0054,0,12.42,-2.62,"2001",4.4,4.5,"Energy"
"204","PNC",-0.0065,0,5.91,-1.75,"2001",4.4,4.5,"Finance"
"205","PPG",0.0218,0,9.33,0.65,"2001",4.4,4.5,"Consumer Discretionary"
"206","PPL",0.0038,0,14,-1.79,"2001",4.4,4.5,"Utilities"
"207","PG",-0.0055,0,6.82,-0.44,"2001",4.4,4.5,"Consumer Discretionary"
"208","PGR",0.0416,1,7.9,3.27,"2001",4.4,4.5,"Finance"
"209","PLD",0.0019,0,2.82,0.12,"2001",4.4,4.5,"Real Estate"
"210","PEG",-0.0035,0,7.5,-0.25,"2001",4.4,4.5,"Utilities"
"211","PSA",0.0395,1,4.27,3.84,"2001",4.4,4.5,"Real Estate"
"212","PHM",-0.0164,0,12.43,-2.09,"2001",4.4,4.5,"Consumer Discretionary"
"213","PWR",0.0134,0,22,-3.67,"2001",4.4,4.5,"Industrials"
"214","QCOM",0.0032,0,15,-3.32,"2001",4.4,4.5,"Technology"
"215","DGX",0.0165,0,17.94,0,"2001",4.4,4.5,"Health Care"
"216","RL",-0.0019,0,12.3,-1.19,"2001",4.4,4.5,"Consumer Discretionary"
"217","RTX",-0.0175,0,11.65,-3.73,"2001",4.4,4.5,"Industrials"
"218","RF",0.0248,1,5.15,1.15,"2001",4.4,4.5,"Finance"
"219","RSG",-0.0138,0,12.08,0.37,"2001",4.4,4.5,"Utilities"
"220","RHI",0.027,1,12.64,-1.08,"2001",4.4,4.5,"Consumer Discretionary"
"221","ROK",0.01,0,13.41,-1.69,"2001",4.4,4.5,"Industrials"
"222","ROP",0.0322,1,9.82,1.08,"2001",4.4,4.5,"Industrials"
"223","SPGI",0.0189,0,6.36,0.32,"2001",4.4,4.5,"Finance"
"224","SLB",-0.034,0,9.16,-5.52,"2001",4.4,4.5,"Energy"
"225","SEE",0.0335,1,12.16,2.23,"2001",4.4,4.5,"Industrials"
"226","SRE",0.0177,0,8.82,1.66,"2001",4.4,4.5,"Utilities"
"227","SHW",-0.0099,0,6.99,-0.69,"2001",4.4,4.5,"Consumer Discretionary"
"228","SPG",0.0278,1,5.78,1.9,"2001",4.4,4.5,"Real Estate"
"229","SJM",-0.0077,0,4.89,-0.26,"2001",4.4,4.5,"Consumer Staples"
"230","SNA",-0.0055,0,8.37,-1.73,"2001",4.4,4.5,"Consumer Discretionary"
"231","SO",0.0219,1,6.25,2.92,"2001",4.4,4.5,"Utilities"
"232","LUV",-0.0213,0,8.63,-3.77,"2001",4.4,4.5,"Consumer Discretionary"
"233","SWK",0.0377,1,7.91,1.83,"2001",4.4,4.5,"Consumer Discretionary"
"234","SBUX",-0.0129,0,12.7,-2.73,"2001",4.4,4.5,"Consumer Discretionary"
"235","STT",-0.0088,0,8.22,-2.59,"2001",4.4,4.5,"Finance"
"236","SYK",0.0125,0,10.81,1.32,"2001",4.4,4.5,"Health Care"
"237","SYY",-0.0065,0,5.71,-1.03,"2001",4.4,4.5,"Consumer Discretionary"
"238","TROW",-0.0068,0,9.21,-2.86,"2001",4.4,4.5,"Finance"
"239","TPR",0.043,1,15.28,0.22,"2001",4.4,4.5,"Consumer Discretionary"
"240","TGT",0.0175,0,8.83,-0.18,"2001",4.4,4.5,"Consumer Discretionary"
"241","TXN",-0.0109,0,16.28,-4.67,"2001",4.4,4.5,"Technology"
"242","TXT",-0.0065,0,13.14,-2.07,"2001",4.4,4.5,"Industrials"
"243","TMO",-0.0076,0,12.28,-3.64,"2001",4.4,4.5,"Industrials"
"244","TJX",0.0291,1,5.95,2.1,"2001",4.4,4.5,"Consumer Discretionary"
"245","TT",0.015,0,11.27,-1.43,"2001",4.4,4.5,"Industrials"
"246","TRV",-0.0167,0,6.62,-2.01,"2001",4.4,4.5,"Finance"
"247","TFC",0.0073,0,1.61,0.32,"2001",4.4,4.5,"Finance"
"248","TSN",0.0074,0,12.14,-0.54,"2001",4.4,4.5,"Consumer Staples"
"249","USB",-0.0013,0,4.75,-0.1,"2001",4.4,4.5,"Finance"
"250","UNP",-0.0032,0,4.78,-0.86,"2001",4.4,4.5,"Industrials"
"251","UPS",0.0043,0,5.09,-0.85,"2001",4.4,4.5,"Consumer Discretionary"
"252","UNH",0.0158,0,6.87,1.5,"2001",4.4,4.5,"Health Care"
"253","VLO",0.0287,1,15.78,1.04,"2001",4.4,4.5,"Energy"
"254","VRSN",0.0565,1,23.76,-1.17,"2001",4.4,4.5,"Technology"
"255","VZ",0.0313,1,7.31,1.42,"2001",4.4,4.5,"Telecommunications"
"256","VFC",0.0012,0,8.44,-1.52,"2001",4.4,4.5,"Consumer Discretionary"
"257","VTRS",0.0385,1,10.16,3.66,"2001",4.4,4.5,"Consumer Discretionary"
"258","VNO",0.0066,0,3.81,0.88,"2001",4.4,4.5,"Real Estate"
"259","VMC",0.0014,0,8.46,-0.36,"2001",4.4,4.5,"Basic Materials"
"260","WBA",-0.0142,0,6.53,-1.45,"2001",4.4,4.5,"Consumer Staples"
"261","WMT",0.0091,0,8.33,-0.43,"2001",4.4,4.5,"Consumer Discretionary"
"262","WM",0.0015,0,8.28,0.12,"2001",4.4,4.5,"Utilities"
"263","WAT",-0.0483,0,18.53,-5.97,"2001",4.4,4.5,"Health Care"
"264","WEC",3e-04,0,7,0.76,"2001",4.4,4.5,"Utilities"
"265","WFC",-0.0196,0,2.1,-1.74,"2001",4.4,4.5,"Finance"
"266","WELL",0.0708,1,6.81,5.66,"2001",4.4,4.5,"Real Estate"
"267","WDC",0.1612,1,45.58,6.65,"2001",4.4,4.5,"Technology"
"268","WY",0.0168,0,7.57,-0.1,"2001",4.4,4.5,"Real Estate"
"269","WHR",0.0443,1,9.99,1.97,"2001",4.4,4.5,"Consumer Discretionary"
"270","WMB",-0.0117,0,8.45,-2.04,"2001",4.4,4.5,"Utilities"
"271","WTW",-0.0339,0,10.85,7.24,"2001",4.4,4.5,"Finance"
"272","GWW",0.0373,1,9.05,1.2,"2001",4.4,4.5,"Consumer Discretionary"
"273","XEL",-0.0083,0,6.46,0.48,"2001",4.4,4.5,"Utilities"
"274","YUM",0.0408,1,8.33,2.08,"2001",4.4,4.5,"Consumer Discretionary"
"275","ZBH",-0.0163,0,3.53,-1.37,"2001",4.4,4.5,"Health Care"
"276","ZION",-0.009,0,5.46,-1.07,"2001",4.4,4.5,"Finance"
"277","GPS",0.0098,0,20.47,-5.2,"2001",4.4,4.5,"Consumer Discretionary"
"278","LEG",0.0393,1,10.2,1.55,"2001",4.4,4.5,"Consumer Discretionary"
"279","UNM",0.0191,0,9.38,0.25,"2001",4.4,4.5,"Finance"
"280","NOV",-0.0767,0,12.26,-8.91,"2001",4.4,4.5,"Industrials"
"281","FLS",0.034,1,13.9,0.43,"2001",4.4,4.5,"Industrials"
"282","XRX",0.1462,1,28.23,6.92,"2001",4.4,4.5,"Technology"
"283","AIV",-0.0033,0,4.47,-0.34,"2001",4.4,4.5,"Real Estate"
"284","HRB",0.0763,1,4.28,7.35,"2001",4.4,4.5,"Consumer Discretionary"
"285","KSS",0.0051,0,9.04,-1.6,"2001",4.4,4.5,"Consumer Discretionary"
"286","HOG",0.0559,1,12.66,1.68,"2001",4.4,4.5,"Consumer Discretionary"
"287","JWN",0.0231,1,14.32,-1.37,"2001",4.4,4.5,"Consumer Discretionary"
"288","M",0.0199,0,14.21,-0.92,"2001",4.4,4.5,"Consumer Discretionary"
"289","JEF",-0.0119,0,3.08,-1.26,"2001",4.4,4.5,"Finance"
"290","MAT",0.0114,0,8.75,1.46,"2001",4.4,4.5,"Consumer Discretionary"
"291","FLR",0.0239,1,15.31,2.49,"2001",4.4,4.5,"Industrials"
"292","GT",0.017,0,12.88,-1.27,"2001",4.4,4.5,"Consumer Discretionary"
"293","PCG",-0.0252,0,19.79,-0.73,"2001",4.4,4.5,"Utilities"
