"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean","unemp_mean","sector"
"294","AET",-0.0428,0,10.5,-2.61,"2001",4.4,4.5,"Utilities"
"295","SRCL",0.0075,0,10.61,2.33,"2001",4.4,4.5,"Utilities"
"296","EQT",0.0014,0,11.1,-0.34,"2001",4.4,4.5,"Energy"
"297","PDCO",0.0064,0,5.89,1.29,"2001",4.4,4.5,"Health Care"
"298","DD",0.0085,0,5.64,-0.22,"2001",4.4,4.5,"Consumer Discretionary"
"299","AN",0.0966,1,15.3,6.08,"2001",4.4,4.5,"Consumer Discretionary"
"300","BBBY",0.0547,1,11.39,2.07,"2001",4.4,4.5,"Consumer Discretionary"
"301","MUR",0.0302,1,9.62,2.17,"2001",4.4,4.5,"Energy"
"302","R",0.0499,1,12.8,2.93,"2001",4.4,4.5,"Consumer Discretionary"
"303","TGNA",0.0073,0,5.4,-0.3,"2001",4.4,4.5,"Industrials"
"304","SWN",0.045,1,15.2,2.86,"2001",4.4,4.5,"Energy"
"305","URBN",0.0733,1,23.52,6.04,"2001",4.4,4.5,"Consumer Discretionary"
"306","PBI",0.0316,1,6.88,1.93,"2001",4.4,4.5,"Consumer Discretionary"
"307","AA",0.0284,1,9.87,0.14,"2001",4.4,4.5,"Industrials"
"308","THC",0.0296,1,5.27,3.27,"2001",4.4,4.5,"Health Care"
"309","CNX",-0.0085,0,13.51,-0.62,"2001",4.4,4.5,"Energy"
"310","ATI",0.0149,0,12.31,-0.56,"2001",4.4,4.5,"Industrials"
"311","NBR",-0.0655,0,12.5,-8.87,"2001",4.4,4.5,"Energy"
"312","JBL",0.1033,1,30.75,1.03,"2001",4.4,4.5,"Technology"
"313","GHC",-0.0135,0,4.38,-1.59,"2001",4.4,4.5,"Consumer Discretionary"
"314","X",0.0187,0,13.69,-0.6,"2001",4.4,4.5,"Industrials"
"315","IGT",0.0015,0,11.38,-0.89,"2001",4.4,4.5,"Consumer Discretionary"
"316","LSI",0.042,1,5.71,4.2,"2001",4.4,4.5,"Real Estate"
"317","SLM",0.0216,0,5.69,3.14,"2001",4.4,4.5,"Finance"
"318","ANF",0.0891,1,29.41,2.91,"2001",4.4,4.5,"Consumer Discretionary"
"319","TER",0.0049,0,18.67,-4.53,"2001",4.4,4.5,"Industrials"
"320","AMD",0.0538,1,32.89,-1.3,"2001",4.4,4.5,"Technology"
"321","FHN",0.0425,1,7.75,3.17,"2001",4.4,4.5,"Finance"
"322","BIG",0.0246,1,19.51,-1.02,"2001",4.4,4.5,"Consumer Discretionary"
"323","EP",0.0546,1,39.48,-4.55,"2001",4.4,4.5,"Energy"
"324","ITT",0.0326,1,5.93,1.9,"2001",4.4,4.5,"Industrials"
"325","ODP",0.1056,1,14.13,7.63,"2001",4.4,4.5,"Miscellaneous"
"326","NYT",0.0177,0,7.28,0.28,"2001",4.4,4.5,"Consumer Discretionary"
"327","CIEN",-0.0409,0,29.27,-13.17,"2001",4.4,4.5,"Utilities"
"328","MMM",0.0039,0,7.58,-1.13,"2007",1.5,6.7,"Industrials"
"329","AOS",0.0241,1,11.23,0.59,"2007",1.5,6.7,"Industrials"
"330","ABT",-5e-04,0,6.16,-0.52,"2007",1.5,6.7,"Health Care"
"331","ACN",0.0151,0,6.44,0.17,"2007",1.5,6.7,"Technology"
"332","ATVI",0.0199,0,12.48,0.85,"2007",1.5,6.7,"Consumer Discretionary"
"333","AYI",0.0258,1,15.06,-0.49,"2007",1.5,6.7,"Consumer Discretionary"
"334","ADBE",0.0316,1,15.02,-1,"2007",1.5,6.7,"Technology"
"335","AAP",0.0266,1,9.03,1.24,"2007",1.5,6.7,"Consumer Discretionary"
"336","AMD",0.0195,0,23.43,-2.4,"2007",1.5,6.7,"Technology"
"337","AES",0.0167,0,16.82,-1.99,"2007",1.5,6.7,"Utilities"
"338","AET",-0.0033,0,14.89,-3.09,"2007",1.5,6.7,"Utilities"
"339","AMG",0.0354,1,21.75,-1.54,"2007",1.5,6.7,"Finance"
"340","AFL",0.0333,1,20.19,-1.18,"2007",1.5,6.7,"Finance"
"341","A",0.0053,0,13.84,-2.25,"2007",1.5,6.7,"Industrials"
"342","APD",0.0146,0,11.14,-1.3,"2007",1.5,6.7,"Industrials"
"343","AKAM",0.0023,0,18.44,-1.68,"2007",1.5,6.7,"Consumer Discretionary"
"344","ALK",-0.0045,0,15,-0.45,"2007",1.5,6.7,"Consumer Discretionary"
"345","ALB",0.0128,0,12.76,-1.93,"2007",1.5,6.7,"Industrials"
"346","ARE",-0.0015,0,17.52,-3.21,"2007",1.5,6.7,"Real Estate"
"347","ALGN",0.0523,1,21.73,0.05,"2007",1.5,6.7,"Health Care"
"348","LNT",-0.0044,0,8.19,-1.7,"2007",1.5,6.7,"Utilities"
"349","ALL",0.0248,1,17.14,-1.86,"2007",1.5,6.7,"Finance"
"350","GOOGL",0.0043,0,12.29,-1.77,"2007",1.5,6.7,"Technology"
"351","GOOG",0.0043,0,12.29,-1.77,"2007",1.5,6.7,"Technology"
"352","MO",-0.0046,0,6.58,-1.16,"2007",1.5,6.7,"Consumer Discretionary"
"353","AMZN",0.0271,1,13.3,0.41,"2007",1.5,6.7,"Consumer Discretionary"
"354","AEE",-0.0136,0,9.31,-2.95,"2007",1.5,6.7,"Utilities"
"355","AAL",-0.0105,0,44.65,-2.6,"2007",1.5,6.7,"Consumer Discretionary"
"356","AEP",-0.0093,0,6.1,-2.05,"2007",1.5,6.7,"Utilities"
"357","AXP",0.0292,1,24.41,-2.25,"2007",1.5,6.7,"Finance"
"358","AIG",0.0264,1,45.1,-7.23,"2007",1.5,6.7,"Finance"
"359","AMT",0.0012,0,7.43,-1.46,"2007",1.5,6.7,"Finance"
"360","AWK",0.0078,0,8.54,0.15,"2007",1.5,6.7,"Utilities"
"361","AMP",0.0216,0,18.56,-2.61,"2007",1.5,6.7,"Finance"
"362","ABC",0.0079,0,7.43,-0.69,"2007",1.5,6.7,"Health Care"
"363","AME",0.0134,0,10.16,-0.81,"2007",1.5,6.7,"Consumer Discretionary"
"364","AMGN",0.0074,0,9.92,0.23,"2007",1.5,6.7,"Health Care"
"365","APH",0.0211,0,12.81,-0.88,"2007",1.5,6.7,"Technology"
"366","ADI",0.0213,0,10.53,-0.3,"2007",1.5,6.7,"Technology"
"367","ANSS",0.0301,1,13.08,-0.34,"2007",1.5,6.7,"Technology"
"368","AON",-0.0017,0,7.74,-1.05,"2007",1.5,6.7,"Finance"
"369","APA",0.0183,0,12.78,-0.62,"2007",1.5,6.7,"Energy"
"370","AIV",0.0323,1,22,-2.39,"2007",1.5,6.7,"Real Estate"
"371","AAPL",0.0318,1,15.46,0.04,"2007",1.5,6.7,"Technology"
"372","AMAT",8e-04,0,10.22,-1.94,"2007",1.5,6.7,"Technology"
"373","ADM",-6e-04,0,13.52,-0.53,"2007",1.5,6.7,"Consumer Staples"
"374","AJG",0.0251,1,12.08,0.17,"2007",1.5,6.7,"Finance"
"375","AIZ",0.0081,0,17.33,-3.11,"2007",1.5,6.7,"Finance"
"376","T",-0.0017,0,7.52,-1.36,"2007",1.5,6.7,"Consumer Discretionary"
"377","ADSK",0.0232,0,18.67,-2.84,"2007",1.5,6.7,"Technology"
"378","ADP",0.0043,0,7.6,-0.74,"2007",1.5,6.7,"Consumer Discretionary"
"379","AZO",0.0322,1,9.59,2.23,"2007",1.5,6.7,"Consumer Discretionary"
"380","AVB",0.0159,0,11.8,-1.63,"2007",1.5,6.7,"Real Estate"
"381","AVY",0.0092,0,12.84,-2.4,"2007",1.5,6.7,"Miscellaneous"
"382","BAC",0.0536,1,30.4,-1.4,"2007",1.5,6.7,"Finance"
"383","BAX",0.0046,0,6.42,-0.21,"2007",1.5,6.7,"Health Care"
"384","BDX",0.0113,0,8.04,-0.19,"2007",1.5,6.7,"Health Care"
"385","BBY",0.0222,0,16.03,-0.89,"2007",1.5,6.7,"Consumer Discretionary"
"386","BIIB",-0.0066,0,12.62,-1.52,"2007",1.5,6.7,"Health Care"
"387","BLK",0.0479,1,16.04,0.65,"2007",1.5,6.7,"Finance"
"388","HRB",0.0052,0,9.8,-0.41,"2007",1.5,6.7,"Consumer Discretionary"
"389","BA",-0.0023,0,11.59,-3.07,"2007",1.5,6.7,"Industrials"
"390","BWA",0.0362,1,16.69,-0.5,"2007",1.5,6.7,"Consumer Discretionary"
"391","BXP",0.0128,0,14.7,-2.16,"2007",1.5,6.7,"Real Estate"
"392","BSX",0.027,1,14.39,-0.09,"2007",1.5,6.7,"Health Care"
"393","BMY",0.001,0,8.79,-1.09,"2007",1.5,6.7,"Health Care"
"394","CHRW",0.0263,1,9.74,0.77,"2007",1.5,6.7,"Consumer Discretionary"
"395","CDNS",-0.0012,0,17.64,-3.32,"2007",1.5,6.7,"Technology"
"396","CPB",1e-04,0,6.91,-0.65,"2007",1.5,6.7,"Consumer Staples"
"397","COF",0.0279,1,22.1,-1.44,"2007",1.5,6.7,"Finance"
"398","CAH",-0.0116,0,9.32,-2.86,"2007",1.5,6.7,"Health Care"
"399","KMX",0.0147,0,17.19,-0.94,"2007",1.5,6.7,"Consumer Discretionary"
"400","CCL",0.013,0,13.48,-1.64,"2007",1.5,6.7,"Consumer Discretionary"
"401","CAT",0.0163,0,15.12,-2.32,"2007",1.5,6.7,"Industrials"
"402","CNC",0.0245,1,16.02,0.11,"2007",1.5,6.7,"Health Care"
"403","CNP",3e-04,0,9.63,-1.54,"2007",1.5,6.7,"Utilities"
"404","CF",0.0255,1,18.54,0.58,"2007",1.5,6.7,"Industrials"
"405","SCHW",0.0222,0,12.63,-0.68,"2007",1.5,6.7,"Finance"
"406","CVX",0.0039,0,7.74,-0.88,"2007",1.5,6.7,"Energy"
"407","CMG",0.0073,0,15.49,-1.55,"2007",1.5,6.7,"Consumer Discretionary"
"408","CB",0.004,0,8.61,-1.07,"2007",1.5,6.7,"Finance"
"409","CHD",0.0094,0,5.77,0.1,"2007",1.5,6.7,"Consumer Discretionary"
"410","CI",0.0228,0,18.92,-2.16,"2007",1.5,6.7,"Health Care"
"411","CINF",-0.0037,0,10.41,-1.94,"2007",1.5,6.7,"Finance"
"412","CTAS",0.0074,0,8.86,-1.12,"2007",1.5,6.7,"Consumer Discretionary"
"413","CSCO",0.0089,0,9.1,-1.54,"2007",1.5,6.7,"Telecommunications"
"414","C",-0.0047,0,29.09,-7.24,"2007",1.5,6.7,"Finance"
"415","CTXS",0.02,0,11.28,-0.14,"2007",1.5,6.7,"Technology"
"416","CME",0.0057,0,17.82,-2.22,"2007",1.5,6.7,"Finance"
"417","CMS",-9e-04,0,8.12,-1.28,"2007",1.5,6.7,"Utilities"
"418","KO",0.0033,0,6.68,-0.86,"2007",1.5,6.7,"Consumer Staples"
"419","CTSH",0.0233,0,11.46,-0.12,"2007",1.5,6.7,"Technology"
"420","CL",0.0099,0,6.83,-0.16,"2007",1.5,6.7,"Consumer Discretionary"
"421","CMCSA",0.0048,0,10.1,-1.4,"2007",1.5,6.7,"Consumer Discretionary"
"422","CMA",5e-04,0,13.77,-2.48,"2007",1.5,6.7,"Finance"
"423","CAG",0.0147,0,9.45,-0.51,"2007",1.5,6.7,"Consumer Staples"
"424","COP",0.0014,0,11.22,-2.44,"2007",1.5,6.7,"Energy"
"425","ED",-0.0029,0,5.63,-0.75,"2007",1.5,6.7,"Utilities"
"426","STZ",-0.0017,0,13.25,-2.34,"2007",1.5,6.7,"Consumer Staples"
"427","GLW",0.0202,0,13.59,-1.1,"2007",1.5,6.7,"Technology"
"428","COST",9e-04,0,7.3,-1.58,"2007",1.5,6.7,"Consumer Discretionary"
"429","CCI",0.0182,0,15.55,-1.73,"2007",1.5,6.7,"Real Estate"
"430","CSX",0.026,1,11.77,-0.07,"2007",1.5,6.7,"Industrials"
"431","CMI",0.0465,1,19.47,-0.48,"2007",1.5,6.7,"Industrials"
"432","CVS",0.0059,0,6.59,-0.87,"2007",1.5,6.7,"Health Care"
"433","DHI",0.0298,1,21.64,1.15,"2007",1.5,6.7,"Consumer Discretionary"
"434","DHR",0.0048,0,7.1,-1.38,"2007",1.5,6.7,"Health Care"
"435","DRI",0.0313,1,18.02,0.79,"2007",1.5,6.7,"Consumer Discretionary"
"436","DVA",-0.0056,0,5.88,-1.01,"2007",1.5,6.7,"Health Care"
"437","DE",0.0106,0,13.58,-2.74,"2007",1.5,6.7,"Industrials"
"438","DAL",-0.0312,0,23.96,-3.44,"2007",1.5,6.7,"Consumer Discretionary"
"439","XRAY",0.0127,0,9.24,-1.17,"2007",1.5,6.7,"Health Care"
"440","DVN",0.0125,0,13.5,-1.14,"2007",1.5,6.7,"Energy"
"441","DLR",0.0307,1,11.11,0.52,"2007",1.5,6.7,"Real Estate"
"442","DFS",0.0292,1,16.03,-0.84,"2007",1.5,6.7,"Finance"
"443","DISH",2e-04,0,15.56,-3.23,"2007",1.5,6.7,"Consumer Discretionary"
"444","DLTR",0.0314,1,9.22,2.38,"2007",1.5,6.7,"Consumer Discretionary"
"445","D",5e-04,0,6.59,-1.2,"2007",1.5,6.7,"Utilities"
"446","DOV",0.0236,0,11.35,-0.78,"2007",1.5,6.7,"Industrials"
"447","DTE",0.0025,0,7.93,-1.37,"2007",1.5,6.7,"Utilities"
"448","DUK",-0.002,0,4.4,-1.08,"2007",1.5,6.7,"Utilities"
"449","DRE",0.0315,1,26.01,-2.1,"2007",1.5,6.7,"Real Estate"
"450","DXC",0.021,0,11.6,-0.26,"2007",1.5,6.7,"Technology"
"451","EMN",0.0401,1,18.3,-0.74,"2007",1.5,6.7,"Industrials"
"452","ETN",0.0053,0,12.12,-2.41,"2007",1.5,6.7,"Industrials"
"453","EBAY",0.0147,0,13.97,-2.37,"2007",1.5,6.7,"Consumer Discretionary"
"454","ECL",0.0082,0,7.91,-0.81,"2007",1.5,6.7,"Consumer Discretionary"
"455","EIX",-0.01,0,6.66,-2.42,"2007",1.5,6.7,"Utilities"
"456","EW",0.0316,1,7.76,1.95,"2007",1.5,6.7,"Health Care"
"457","EA",-0.0067,0,14.18,-3.91,"2007",1.5,6.7,"Consumer Discretionary"
"458","EMR",0.004,0,10.42,-2.06,"2007",1.5,6.7,"Industrials"
"459","ETR",-0.0027,0,8.32,-1.62,"2007",1.5,6.7,"Utilities"
"460","EOG",0.019,0,15.2,0.04,"2007",1.5,6.7,"Energy"
"461","EQT",3e-04,0,10.51,-1.37,"2007",1.5,6.7,"Energy"
"462","EFX",0.0133,0,9.89,-1.23,"2007",1.5,6.7,"Finance"
"463","EQIX",0.0281,1,16.35,-0.88,"2007",1.5,6.7,"Real Estate"
"464","EQR",0.0151,0,12.53,-1.35,"2007",1.5,6.7,"Real Estate"
"465","ESS",0.0044,0,9.82,-1.65,"2007",1.5,6.7,"Real Estate"
"466","EL",0.0268,1,12.2,-0.5,"2007",1.5,6.7,"Consumer Discretionary"
"467","RE",-0.0063,0,7.02,-1.56,"2007",1.5,6.7,"Finance"
"468","ES",-0.0046,0,5.77,-1.4,"2007",1.5,6.7,"Utilities"
"469","EXC",-0.0079,0,7.41,-2.02,"2007",1.5,6.7,"Utilities"
"470","EXPE",0.0297,1,19.83,-1.92,"2007",1.5,6.7,"Consumer Discretionary"
"471","EXPD",0.0028,0,10,-1.11,"2007",1.5,6.7,"Consumer Discretionary"
"472","EXR",0.0221,0,14.75,-1.04,"2007",1.5,6.7,"Real Estate"
"473","XOM",-0.0023,0,5.59,-0.9,"2007",1.5,6.7,"Energy"
"474","FFIV",0.0568,1,16.78,2.72,"2007",1.5,6.7,"Technology"
"475","FAST",0.017,0,9.94,-0.29,"2007",1.5,6.7,"Basic Materials"
"476","FRT",0.0169,0,12.56,-1.3,"2007",1.5,6.7,"Real Estate"
"477","FDX",-2e-04,0,10.79,-2.28,"2007",1.5,6.7,"Consumer Discretionary"
"478","FIS",0.005,0,9.43,-0.45,"2007",1.5,6.7,"Consumer Discretionary"
"479","FITB",0.0512,1,31.83,-1.3,"2007",1.5,6.7,"Finance"
"480","FE",-0.0128,0,9.49,-2.18,"2007",1.5,6.7,"Utilities"
"481","FISV",0.0254,1,10.71,-0.03,"2007",1.5,6.7,"Consumer Discretionary"
"482","FLS",0.0386,1,16.65,0.22,"2007",1.5,6.7,"Industrials"
"483","FLR",0.0266,1,15.51,-0.55,"2007",1.5,6.7,"Industrials"
"484","FMC",0.0225,0,11.28,0,"2007",1.5,6.7,"Industrials"
"485","FL",0.0362,1,17.37,1.18,"2007",1.5,6.7,"Consumer Discretionary"
"486","F",0.111,1,37.31,4.13,"2007",1.5,6.7,"Consumer Discretionary"
"487","BEN",0.0134,0,11.88,-1.87,"2007",1.5,6.7,"Finance"
"488","FCX",0.0283,1,19.85,-1.07,"2007",1.5,6.7,"Basic Materials"
"489","GPS",0.0292,1,12.56,-0.21,"2007",1.5,6.7,"Consumer Discretionary"
"490","GRMN",-0.0284,0,16.9,-5.76,"2007",1.5,6.7,"Industrials"
"491","IT",0.043,1,16.49,0.4,"2007",1.5,6.7,"Finance"
"492","GD",0.0152,0,11.9,-1.47,"2007",1.5,6.7,"Industrials"
"493","GE",-0.0093,0,14,-4.39,"2007",1.5,6.7,"Consumer Discretionary"
"494","GIS",0.0051,0,5.3,-0.02,"2007",1.5,6.7,"Consumer Staples"
"495","GPC",0.0034,0,6.94,-1.27,"2007",1.5,6.7,"Consumer Discretionary"
"496","GILD",0.0117,0,6.81,0.38,"2007",1.5,6.7,"Health Care"
"497","GPN",0.0136,0,9.15,-0.23,"2007",1.5,6.7,"Consumer Discretionary"
"498","GS",0.0177,0,13.61,-1.18,"2007",1.5,6.7,"Finance"
"499","GT",0.0497,1,26.28,-1.74,"2007",1.5,6.7,"Consumer Discretionary"
"500","GWW",0.025,1,9.13,0.29,"2007",1.5,6.7,"Consumer Discretionary"
"501","HAL",0.0195,0,16.08,-1.46,"2007",1.5,6.7,"Energy"
"502","HBI",0.049,1,24.38,-0.89,"2007",1.5,6.7,"Consumer Discretionary"
"503","HOG",0.0284,1,23.11,-2.62,"2007",1.5,6.7,"Consumer Discretionary"
"504","HIG",0.0547,1,35.99,-2.85,"2007",1.5,6.7,"Finance"
"505","HAS",0.0225,0,10.31,0.16,"2007",1.5,6.7,"Consumer Discretionary"
"506","HP",0.0328,1,16.4,0.73,"2007",1.5,6.7,"Energy"
"507","HSIC",0.0112,0,8.5,-0.61,"2007",1.5,6.7,"Health Care"
"508","HES",0.0194,0,15.84,-0.43,"2007",1.5,6.7,"Energy"
"509","HOLX",-0.0088,0,13.84,-3.25,"2007",1.5,6.7,"Health Care"
"510","HD",0.0114,0,9.12,-0.23,"2007",1.5,6.7,"Consumer Discretionary"
"511","HON",0.0075,0,11.02,-2.12,"2007",1.5,6.7,"Industrials"
"512","HRL",0.0092,0,8.06,-0.19,"2007",1.5,6.7,"Consumer Staples"
"513","HST",0.0494,1,27.5,-1.22,"2007",1.5,6.7,"Real Estate"
"514","HPQ",0.0125,0,9.02,-0.88,"2007",1.5,6.7,"Technology"
"515","HUM",0.0032,0,16.88,-3.03,"2007",1.5,6.7,"Health Care"
"516","HBAN",0.0373,1,29.54,-1.29,"2007",1.5,6.7,"Finance"
"517","IDXX",0.0265,1,12.43,-0.53,"2007",1.5,6.7,"Health Care"
"518","ITW",0.0144,0,9.95,-1.13,"2007",1.5,6.7,"Industrials"
"519","ILMN",0.0374,1,12.45,2.38,"2007",1.5,6.7,"Health Care"
"520","INCY",0.0176,0,20.67,-2.77,"2007",1.5,6.7,"Health Care"
"521","INTC",0.0074,0,10.07,-1.71,"2007",1.5,6.7,"Technology"
"522","ICE",0.0312,1,17.53,-0.17,"2007",1.5,6.7,"Finance"
"523","IBM",0.0193,0,7.57,0.44,"2007",1.5,6.7,"Technology"
"524","IP",0.0481,1,25.37,-1.31,"2007",1.5,6.7,"Industrials"
"525","IPG",0.0168,0,18.28,-1.74,"2007",1.5,6.7,"Consumer Discretionary"
"526","IFF",0.0019,0,7.46,-1.62,"2007",1.5,6.7,"Industrials"
"527","INTU",0.0207,0,10.48,0.35,"2007",1.5,6.7,"Technology"
"528","ISRG",0.02,0,18.36,-2.11,"2007",1.5,6.7,"Health Care"
"529","IVZ",0.0262,1,13.98,-1.05,"2007",1.5,6.7,"Finance"
"530","IRM",0.023,0,12.58,-0.43,"2007",1.5,6.7,"Real Estate"
"531","JBHT",0.0406,1,10.73,1.51,"2007",1.5,6.7,"Industrials"
"532","SJM",0.0299,1,11.26,1.33,"2007",1.5,6.7,"Consumer Staples"
"533","JNJ",0.0082,0,5.42,-0.52,"2007",1.5,6.7,"Health Care"
"534","JCI",0.0165,0,12.1,-1.24,"2007",1.5,6.7,"Consumer Discretionary"
"535","JPM",0.025,1,14.89,-0.09,"2007",1.5,6.7,"Finance"
"536","JNPR",0.0323,1,15.46,-0.26,"2007",1.5,6.7,"Technology"
"537","K",0.0111,0,7.7,-0.25,"2007",1.5,6.7,"Consumer Staples"
"538","KEY",-0.058,0,15.16,-6.35,"2007",1.5,6.7,"Finance"
"539","KMB",-0.0012,0,4.86,-0.93,"2007",1.5,6.7,"Consumer Discretionary"
"540","KIM",0.0162,0,24.93,-3.48,"2007",1.5,6.7,"Real Estate"
"541","KLAC",0.0188,0,15.52,-2.15,"2007",1.5,6.7,"Technology"
"542","KSS",0.0223,0,10.72,-0.11,"2007",1.5,6.7,"Consumer Discretionary"
"543","KR",-0.0044,0,5.45,-1.12,"2007",1.5,6.7,"Consumer Staples"
"544","LH",0.0124,0,6.45,-0.15,"2007",1.5,6.7,"Health Care"
"545","LRCX",0.0064,0,11.81,-2.35,"2007",1.5,6.7,"Technology"
"546","LEG",0.0267,1,12.64,-0.13,"2007",1.5,6.7,"Consumer Discretionary"
"547","LEN",0.0292,1,17.79,-0.82,"2007",1.5,6.7,"Real Estate"
"548","LLY",0.0079,0,9.53,-1.3,"2007",1.5,6.7,"Health Care"
"549","LNC",0.0581,1,31.8,-1.52,"2007",1.5,6.7,"Finance"
"550","LKQ",0.0207,0,13.86,-0.06,"2007",1.5,6.7,"Consumer Discretionary"
"551","LMT",0.0197,0,10.31,-0.8,"2007",1.5,6.7,"Industrials"
"552","L",0.0068,0,10.73,-2.17,"2007",1.5,6.7,"Finance"
"553","LOW",0.0168,0,11.61,-0.38,"2007",1.5,6.7,"Consumer Discretionary"
"554","MTB",0.0069,0,14.95,-1.46,"2007",1.5,6.7,"Finance"
"555","MAC",0.0888,1,48.68,0.94,"2007",1.5,6.7,"Real Estate"
"556","M",0.0251,1,22.27,-2.21,"2007",1.5,6.7,"Consumer Discretionary"
"557","MRO",0.0028,0,12.28,-2.36,"2007",1.5,6.7,"Energy"
"558","MAR",0.0222,0,15.43,-1.49,"2007",1.5,6.7,"Consumer Discretionary"
"559","MMC",0.0119,0,9.39,-0.44,"2007",1.5,6.7,"Finance"
"560","MLM",3e-04,0,10.33,-2.02,"2007",1.5,6.7,"Industrials"
"561","MAS",0.0358,1,20.36,-1.77,"2007",1.5,6.7,"Industrials"
"562","MA",0.0184,0,12.66,-0.16,"2007",1.5,6.7,"Consumer Discretionary"
"563","MAT",0.0265,1,13.15,0.04,"2007",1.5,6.7,"Consumer Discretionary"
"564","MKC",0.0071,0,6.92,-0.35,"2007",1.5,6.7,"Consumer Staples"
"565","MCD",0.0127,0,5.64,0.16,"2007",1.5,6.7,"Consumer Discretionary"
"566","MCK",0.0024,0,10.93,-1.32,"2007",1.5,6.7,"Health Care"
"567","MDT",0.0044,0,9,-1.4,"2007",1.5,6.7,"Health Care"
"568","MRK",-0.0135,0,10.42,-2.92,"2007",1.5,6.7,"Health Care"
"569","MET",0.0245,1,17.56,-2.22,"2007",1.5,6.7,"Finance"
"570","MTD",0.0082,0,11.75,-1.47,"2007",1.5,6.7,"Health Care"
"571","MGM",0.0885,1,66.23,-2.23,"2007",1.5,6.7,"Consumer Discretionary"
"572","MCHP",0.017,0,9.88,-0.52,"2007",1.5,6.7,"Technology"
"573","MU",0.0124,0,20.72,-0.42,"2007",1.5,6.7,"Technology"
"574","MSFT",0.0104,0,9.23,-1.11,"2007",1.5,6.7,"Technology"
"575","MAA",0.0258,1,12.58,-0.16,"2007",1.5,6.7,"Real Estate"
"576","MHK",0.0415,1,24.55,-1.29,"2007",1.5,6.7,"Consumer Discretionary"
"577","TAP",0.0134,0,12.08,-0.47,"2007",1.5,6.7,"Consumer Staples"
"578","MDLZ",0.0053,0,8.03,-0.87,"2007",1.5,6.7,"Consumer Staples"
"579","MNST",-0.0031,0,12.61,-1.1,"2007",1.5,6.7,"Consumer Staples"
"580","MCO",0.0265,1,14.24,-0.65,"2007",1.5,6.7,"Finance"
"581","MS",0.0194,0,17.55,-1.16,"2007",1.5,6.7,"Finance"
"582","MSI",0.0183,0,17.23,-2.75,"2007",1.5,6.7,"Technology"
"583","NDAQ",-0.0155,0,12.79,-2.8,"2007",1.5,6.7,"Finance"
"584","NOV",0.0071,0,17.06,-2.35,"2007",1.5,6.7,"Industrials"
